603	2047	1
603	758	1
603	283	1
494	1357	1
494	1286	1
59	2047	1
59	758	1
59	283	1
222	2084	1
222	538	1
222	1720	1
720	574	1
61	496	1
619	2047	1
619	758	1
619	283	1
704	1621	1
812	774	1
737	669	1
737	592	1
814	496	1
494	1720	1
179	85	1
394	1360	1
636	1621	1
769	496	1
624	496	1
247	1621	1
680	1517	1
672	1517	1
405	496	1
405	978	1
347	1871	1
222	60	1
186	1959	1
727	13	1
727	898	1
446	1792	1
446	1360	1
578	767	1
578	1449	1
54	34	1
717	1691	1
717	85	1
494	1743	1
574	1792	1
315	574	1
347	669	1
347	592	1
222	1743	1
794	1792	1
794	1360	1
222	1357	1
222	1286	1
279	1871	1
751	735	1
751	468	1
178	2047	1
178	758	1
178	283	1
694	1485	1
694	1929	1
694	54	1
717	1010	1
717	0	1
717	643	1
765	1517	1
595	2046	1
504	2047	1
504	758	1
504	283	1
49	13	1
49	898	1
276	1959	1
721	1792	1
812	588	1
812	318	1
680	20	1
672	20	1
574	1360	1
140	142	1
578	370	1
758	1717	1
494	306	1
222	873	1
494	1805	1
279	669	1
279	592	1
222	1314	1
222	1900	1
694	1895	1
98	1517	1
98	20	1
179	1010	1
179	0	1
179	643	1
189	1699	1
189	958	1
189	1333	1
189	1610	1
189	395	1
189	420	1
812	1717	1
168	1792	1
168	1360	1
639	1517	1
639	20	1
250	261	1
383	574	1
591	1871	1
591	669	1
591	592	1
503	1871	1
503	669	1
1	261	1
313	1918	1
721	1360	1
788	840	1
788	2101	1
173	1918	1
494	1642	1
494	218	1
494	331	1
578	1001	1
494	1314	1
494	1900	1
494	1779	1
494	136	1
477	574	1
498	2046	1
222	292	1
526	870	1
222	944	1
222	57	1
222	1020	1
694	2084	1
694	538	1
694	1720	1
758	103	1
595	261	1
694	1061	1
694	60	1
765	20	1
758	774	1
54	1204	1
168	1871	1
168	669	1
168	592	1
681	1871	1
681	669	1
681	592	1
503	592	1
494	292	1
494	873	1
210	1929	1
210	1061	1
210	60	1
793	100	1
793	1291	1
793	1189	1
793	1707	1
793	1312	1
215	1871	1
215	669	1
215	592	1
494	1045	1
494	944	1
494	1020	1
597	1517	1
597	20	1
601	1699	1
601	958	1
601	1333	1
601	1610	1
601	395	1
601	420	1
624	261	1
609	2047	1
609	758	1
609	283	1
61	261	1
294	1918	1
773	1633	1
773	144	1
773	30	1
773	1883	1
465	735	1
465	468	1
222	1642	1
222	218	1
222	331	1
381	870	1
494	585	1
812	72	1
574	596	1
217	2046	1
691	1100	1
691	567	1
691	1869	1
691	956	1
691	874	1
691	1598	1
494	1046	1
494	1988	1
494	858	1
694	1357	1
694	1900	1
694	1286	1
717	2009	1
463	1100	1
463	567	1
463	1869	1
463	956	1
463	874	1
463	1598	1
179	2009	1
814	261	1
796	574	1
111	1871	1
491	468	1
578	641	1
812	1395	1
179	1838	1
179	1032	1
179	1742	1
802	1395	1
769	261	1
210	54	1
210	1357	1
494	57	1
8	1809	1
645	647	1
115	100	1
115	1291	1
115	1189	1
115	1707	1
115	1312	1
628	1517	1
222	1045	1
219	1813	1
219	1506	1
219	1223	1
219	602	1
219	1682	1
219	75	1
366	701	1
222	1643	1
645	1935	1
783	142	1
208	596	1
494	391	1
694	1743	1
694	306	1
694	1805	1
764	34	1
706	923	1
706	1271	1
706	105	1
706	140	1
706	78	1
706	2103	1
753	1271	1
753	105	1
753	140	1
753	78	1
753	2103	1
72	1929	1
222	1465	1
222	1779	1
222	136	1
494	42	1
494	461	1
494	625	1
783	1517	1
694	1314	1
51	1621	1
796	870	1
717	262	1
111	669	1
111	592	1
54	878	1
491	735	1
645	701	1
807	34	1
179	1635	1
717	1838	1
717	1032	1
717	1742	1
370	1809	1
210	1485	1
249	1100	1
249	567	1
249	1869	1
249	956	1
249	874	1
249	1598	1
594	1871	1
594	669	1
594	592	1
210	1900	1
210	1286	1
179	1117	1
578	591	1
81	1792	1
81	1360	1
393	1621	1
494	1643	1
405	261	1
280	767	1
494	1622	1
494	837	1
494	1402	1
578	1325	1
672	1139	1
140	1562	1
803	415	1
24	75	1
327	34	1
812	1428	1
397	1122	1
28	1171	1
524	34	1
140	1959	1
694	585	1
494	1271	1
494	105	1
494	140	1
494	78	1
494	2103	1
494	1102	1
446	912	1
446	1267	1
446	1444	1
446	1348	1
446	1215	1
446	963	1
446	1327	1
72	1485	1
72	54	1
280	735	1
280	468	1
753	1102	1
747	1625	1
666	1691	1
494	132	1
353	1929	1
154	34	1
580	34	1
222	805	1
494	1567	1
494	1700	1
694	873	1
694	944	1
694	57	1
336	1699	1
336	958	1
336	1333	1
336	1610	1
336	395	1
336	420	1
694	1020	1
296	34	1
388	1100	1
388	567	1
388	1869	1
388	956	1
388	874	1
388	1598	1
735	34	1
735	1204	1
202	1959	1
73	1899	1
73	1997	1
179	262	1
197	1809	1
758	1520	1
68	364	1
329	1871	1
329	669	1
329	592	1
765	1139	1
323	1485	1
323	1929	1
323	54	1
74	1057	1
494	596	1
736	34	1
354	13	1
354	898	1
717	1635	1
124	767	1
210	1895	1
409	1057	1
717	1117	1
446	631	1
446	1515	1
673	34	1
645	964	1
645	1245	1
773	1784	1
166	680	1
172	1171	1
532	13	1
532	898	1
325	34	1
325	1204	1
578	363	1
645	182	1
578	743	1
773	8	1
773	1388	1
773	705	1
773	1594	1
773	505	1
773	726	1
773	64	1
366	647	1
784	1959	1
526	914	1
494	805	1
494	1465	1
667	1171	1
773	1781	1
375	1809	1
37	34	1
735	1571	1
501	1517	1
672	442	1
672	981	1
672	1875	1
672	1982	1
672	564	1
773	1542	1
773	1001	1
758	72	1
222	1622	1
222	837	1
222	1402	1
446	856	1
672	881	1
672	1646	1
672	1411	1
672	1725	1
672	1056	1
168	1413	1
367	1918	1
366	282	1
366	345	1
494	755	1
222	1263	1
556	745	1
556	1963	1
659	1871	1
659	669	1
659	592	1
694	218	1
694	331	1
694	625	1
694	1567	1
694	1700	1
694	1494	1
219	588	1
219	318	1
72	1061	1
72	60	1
494	992	1
208	768	1
72	2084	1
72	1895	1
72	538	1
694	1642	1
694	992	1
526	1393	1
52	1918	1
762	1580	1
762	1007	1
762	1421	1
762	1560	1
666	85	1
694	292	1
694	1643	1
494	691	1
494	22	1
585	1959	1
753	923	1
579	2047	1
579	758	1
579	283	1
353	1061	1
353	60	1
574	1809	1
729	745	1
729	1963	1
222	844	1
494	1422	1
494	1494	1
494	1293	1
92	745	1
92	1963	1
758	1793	1
578	1781	1
121	1517	1
121	20	1
266	735	1
266	468	1
574	1959	1
764	1204	1
382	724	1
280	831	1
151	1792	1
151	1360	1
331	1052	1
331	1345	1
331	213	1
331	2097	1
331	273	1
331	24	1
665	1871	1
665	669	1
665	592	1
73	47	1
765	1646	1
765	1411	1
348	1571	1
323	2084	1
323	1895	1
323	538	1
323	1720	1
765	442	1
765	981	1
765	1875	1
765	1982	1
765	564	1
765	582	1
765	311	1
765	906	1
227	745	1
227	1963	1
659	2047	1
659	758	1
659	283	1
323	1061	1
323	60	1
494	768	1
494	63	1
494	931	1
494	1376	1
494	1420	1
788	2111	1
210	2084	1
210	538	1
210	1720	1
210	873	1
185	175	1
807	1204	1
645	282	1
645	345	1
210	1314	1
645	483	1
210	1779	1
210	805	1
210	136	1
692	1959	1
187	2047	1
187	758	1
187	283	1
781	1061	1
418	745	1
418	1963	1
578	1671	1
446	100	1
446	1291	1
446	1189	1
446	1707	1
446	1312	1
737	1759	1
737	1311	1
737	1173	1
737	1824	1
737	900	1
737	1968	1
645	1484	1
675	1171	1
578	126	1
578	908	1
672	582	1
672	311	1
672	906	1
578	1122	1
494	1263	1
236	2021	1
236	2065	1
236	1796	1
236	629	1
236	1969	1
501	20	1
140	1631	1
140	976	1
756	142	1
279	1759	1
279	1311	1
279	1173	1
279	1824	1
279	900	1
279	1968	1
672	1851	1
574	181	1
208	1625	1
717	937	1
140	1794	1
628	20	1
747	596	1
672	1737	1
672	1462	1
672	332	1
672	1655	1
672	390	1
672	2105	1
672	275	1
672	1031	1
712	1792	1
712	1360	1
327	1204	1
94	1028	1
497	1784	1
524	1204	1
110	1481	1
140	221	1
397	856	1
666	1010	1
666	0	1
666	643	1
72	1357	1
72	1286	1
494	329	1
494	2025	1
494	1995	1
149	2034	1
222	973	1
812	1520	1
694	42	1
694	461	1
325	828	1
208	63	1
208	931	1
208	1376	1
208	1420	1
281	1899	1
149	678	1
694	1785	1
694	546	1
694	1815	1
694	1364	1
222	306	1
494	1785	1
325	105	1
325	78	1
325	2103	1
72	1720	1
135	1171	1
717	394	1
550	105	1
550	2103	1
812	1793	1
55	868	1
55	717	1
55	2005	1
55	1440	1
55	573	1
55	1800	1
55	88	1
55	1501	1
55	1220	1
55	188	1
55	1060	1
353	54	1
753	391	1
753	755	1
753	184	1
112	1100	1
112	567	1
112	1869	1
112	956	1
112	874	1
112	1598	1
546	142	1
694	1465	1
271	1139	1
271	1875	1
271	1982	1
271	564	1
271	582	1
271	311	1
271	906	1
706	1102	1
353	1357	1
353	1286	1
580	1204	1
154	1204	1
476	15	1
200	1171	1
494	1866	1
271	881	1
784	745	1
784	1963	1
494	523	1
783	20	1
167	1001	1
572	2034	1
309	1781	1
54	1951	1
54	991	1
77	93	1
98	1959	1
572	678	1
773	545	1
88	596	1
407	978	1
554	415	1
211	415	1
27	415	1
777	415	1
304	100	1
304	1291	1
304	1189	1
304	1707	1
304	1312	1
553	1708	1
553	615	1
553	176	1
553	1458	1
553	1536	1
285	1393	1
66	1068	1
170	306	1
223	100	1
223	1291	1
344	1100	1
344	567	1
344	1869	1
344	956	1
344	874	1
344	1598	1
127	1321	1
764	878	1
66	735	1
66	468	1
296	1204	1
765	881	1
765	1725	1
765	1056	1
560	1323	1
252	870	1
532	142	1
765	390	1
765	2105	1
765	275	1
765	1031	1
765	934	1
814	468	1
94	1395	1
224	1517	1
224	20	1
207	978	1
765	98	1
765	2083	1
765	1147	1
765	1274	1
814	161	1
335	1809	1
195	1792	1
195	1360	1
210	1020	1
615	774	1
8	1817	1
210	944	1
360	978	1
736	1204	1
702	1809	1
475	745	1
475	1963	1
450	978	1
801	1413	1
673	1204	1
219	1428	1
781	60	1
781	1357	1
781	1286	1
446	1868	1
781	1895	1
781	1485	1
781	1929	1
781	54	1
658	1413	1
789	2069	1
80	364	1
692	745	1
692	1963	1
544	1809	1
578	2000	1
166	330	1
452	978	1
578	1861	1
288	1100	1
288	567	1
288	1869	1
288	956	1
288	874	1
288	1598	1
6	1809	1
37	1204	1
494	844	1
769	175	1
773	189	1
773	1240	1
177	496	1
177	978	1
773	1782	1
47	1028	1
773	1122	1
789	175	1
263	43	1
578	1817	1
578	849	1
104	1122	1
124	363	1
494	1877	1
801	1481	1
574	666	1
574	1230	1
574	1414	1
168	856	1
774	1122	1
620	978	1
672	934	1
574	1164	1
220	1986	1
494	973	1
578	335	1
814	476	1
814	1709	1
814	9	1
814	939	1
814	1773	1
814	1124	1
814	1000	1
814	751	1
814	1741	1
814	1889	1
814	2031	1
814	852	1
494	513	1
672	715	1
672	50	1
382	855	1
121	551	1
140	663	1
140	1777	1
550	858	1
397	1671	1
574	698	1
574	459	1
574	692	1
153	1809	1
72	1900	1
774	545	1
327	878	1
796	1395	1
234	804	1
666	262	1
726	734	1
222	1805	1
747	616	1
666	2009	1
552	1321	1
524	878	1
694	1422	1
694	1293	1
494	1815	1
494	1364	1
72	873	1
683	100	1
683	1291	1
683	1189	1
683	1707	1
683	1312	1
694	1045	1
55	1581	1
55	825	1
55	347	1
55	851	1
55	89	1
55	438	1
537	978	1
8	1893	1
494	184	1
47	1395	1
574	1812	1
574	674	1
574	1654	1
574	117	1
55	286	1
694	326	1
222	1754	1
281	47	1
753	1564	1
783	1794	1
124	1449	1
550	391	1
140	881	1
217	1559	1
694	1263	1
222	391	1
774	917	1
494	923	1
476	1418	1
280	161	1
179	937	1
294	735	1
294	468	1
271	2083	1
271	1147	1
271	1274	1
66	1702	1
325	923	1
325	1271	1
325	140	1
726	1782	1
550	78	1
694	1976	1
580	878	1
337	496	1
337	978	1
185	978	1
72	1743	1
154	878	1
271	1646	1
271	1411	1
271	1851	1
271	1725	1
271	1056	1
271	1737	1
271	1462	1
271	442	1
271	715	1
271	50	1
271	332	1
271	1655	1
271	390	1
271	2105	1
271	275	1
271	1031	1
271	981	1
271	934	1
393	1100	1
393	567	1
393	1869	1
393	956	1
393	874	1
393	1598	1
494	1187	1
281	1997	1
798	662	1
798	253	1
798	1924	1
798	708	1
798	1353	1
798	86	1
774	856	1
789	496	1
789	978	1
680	1139	1
680	1875	1
680	1982	1
680	564	1
680	311	1
680	906	1
280	566	1
280	1250	1
688	27	1
712	881	1
665	74	1
323	1805	1
694	1779	1
694	805	1
694	136	1
494	352	1
494	1933	1
774	1782	1
147	1310	1
446	1413	1
679	2047	1
679	758	1
679	283	1
353	1895	1
353	1485	1
353	538	1
14	1251	1
578	1683	1
712	1139	1
712	442	1
712	1031	1
712	981	1
712	1875	1
712	1982	1
712	564	1
712	582	1
712	311	1
712	906	1
443	2046	1
124	370	1
167	1449	1
432	161	1
179	394	1
676	1517	1
676	20	1
735	878	1
774	1113	1
774	670	1
98	819	1
245	75	1
765	1851	1
574	296	1
256	1380	1
256	820	1
714	1342	1
714	1350	1
407	496	1
296	878	1
470	978	1
170	625	1
170	1567	1
170	1700	1
223	1189	1
223	1707	1
223	1312	1
87	1782	1
170	1805	1
297	1100	1
297	567	1
297	1869	1
297	956	1
297	874	1
297	1598	1
814	735	1
174	1451	1
24	1094	1
765	1737	1
765	1462	1
765	332	1
765	1655	1
765	416	1
323	873	1
526	2057	1
623	819	1
323	1357	1
323	1900	1
323	1286	1
604	415	1
419	1934	1
578	366	1
807	878	1
207	496	1
696	662	1
696	253	1
696	1924	1
765	955	1
765	1415	1
124	1001	1
17	2047	1
17	758	1
17	283	1
323	1743	1
89	1171	1
767	978	1
256	42	1
256	461	1
256	625	1
312	1139	1
415	870	1
787	1485	1
787	1929	1
787	54	1
765	197	1
197	1871	1
197	669	1
197	592	1
759	978	1
765	304	1
210	57	1
210	1743	1
560	1959	1
472	175	1
4	1323	1
124	2000	1
431	978	1
362	978	1
563	496	1
563	978	1
360	496	1
612	496	1
612	978	1
736	878	1
480	1918	1
510	8	1
510	1388	1
510	726	1
510	64	1
263	804	1
510	856	1
521	856	1
673	878	1
717	603	1
511	1792	1
511	1360	1
747	1342	1
747	1350	1
450	496	1
147	1986	1
233	1918	1
781	2084	1
781	538	1
781	1720	1
781	1314	1
781	1900	1
781	1020	1
325	878	1
761	678	1
645	1130	1
446	620	1
446	498	1
241	1100	1
241	567	1
241	1869	1
241	956	1
241	874	1
241	1598	1
225	978	1
728	978	1
448	496	1
448	978	1
599	978	1
179	485	1
121	1853	1
121	658	1
761	2034	1
645	678	1
121	1716	1
280	579	1
773	1793	1
356	496	1
356	978	1
643	978	1
447	1100	1
447	567	1
447	1869	1
447	956	1
447	874	1
447	1598	1
745	1100	1
745	567	1
745	1869	1
745	956	1
745	874	1
745	1598	1
529	496	1
529	978	1
37	878	1
645	1064	1
8	896	1
717	1301	1
452	496	1
773	1626	1
179	1301	1
645	394	1
256	1793	1
8	1342	1
735	175	1
311	1792	1
311	1360	1
167	591	1
280	175	1
672	98	1
672	2083	1
672	1147	1
672	1274	1
659	178	1
659	1021	1
659	264	1
659	1396	1
659	1587	1
659	1141	1
174	104	1
174	1280	1
24	1428	1
136	750	1
656	496	1
656	978	1
774	1671	1
773	1113	1
773	670	1
773	1574	1
387	1825	1
432	735	1
432	468	1
85	74	1
672	416	1
630	1716	1
630	1853	1
630	658	1
701	8	1
701	1388	1
701	726	1
701	64	1
773	1310	1
397	791	1
726	545	1
8	1625	1
645	1289	1
645	263	1
814	1755	1
620	496	1
168	631	1
168	1515	1
648	20	1
672	197	1
342	1139	1
726	882	1
617	1000	1
617	751	1
617	1741	1
617	1889	1
617	852	1
617	1689	1
494	1754	1
578	512	1
773	1191	1
701	705	1
701	1594	1
701	505	1
140	1237	1
140	1867	1
550	1046	1
550	1988	1
121	1676	1
680	1562	1
494	1048	1
140	429	1
628	1139	1
201	496	1
201	978	1
33	828	1
802	1028	1
132	996	1
694	132	1
694	1187	1
726	1793	1
595	768	1
672	143	1
72	944	1
72	1314	1
72	57	1
294	2036	1
97	272	1
97	1987	1
104	1671	1
414	881	1
140	1698	1
550	1244	1
550	1397	1
550	1526	1
550	1002	1
550	1573	1
550	336	1
550	628	1
271	224	1
769	43	1
494	462	1
578	760	1
8	885	1
694	523	1
208	1403	1
222	596	1
494	1629	1
446	598	1
167	512	1
222	585	1
694	1757	1
694	943	1
694	403	1
694	524	1
222	1629	1
158	2061	1
158	1380	1
158	820	1
158	817	1
788	1825	1
505	1057	1
222	42	1
222	461	1
222	625	1
222	132	1
748	496	1
748	978	1
149	16	1
537	496	1
84	1517	1
84	20	1
666	1838	1
222	1271	1
222	105	1
222	140	1
222	78	1
222	2103	1
222	1102	1
774	1793	1
222	755	1
578	1949	1
353	1900	1
38	13	1
38	898	1
694	973	1
494	835	1
140	564	1
140	906	1
676	1357	1
271	801	1
271	197	1
51	15	1
51	1418	1
694	837	1
672	1562	1
574	555	1
798	222	1
680	442	1
680	981	1
680	582	1
494	1165	1
222	328	1
271	416	1
271	185	1
271	2068	1
271	739	1
271	809	1
271	955	1
271	1415	1
271	98	1
658	856	1
321	496	1
321	978	1
185	496	1
432	496	1
432	978	1
595	1625	1
353	1779	1
353	136	1
476	321	1
694	1516	1
335	1782	1
140	1139	1
807	2069	1
494	1175	1
801	1348	1
801	1215	1
801	963	1
801	1327	1
550	755	1
726	1001	1
222	1046	1
222	1988	1
222	858	1
288	1792	1
288	1360	1
597	1895	1
597	1485	1
597	1929	1
597	54	1
597	1061	1
597	60	1
774	882	1
726	1122	1
140	1184	1
774	614	1
774	763	1
774	1257	1
774	1712	1
774	350	1
774	671	1
774	411	1
774	406	1
774	401	1
774	827	1
774	48	1
491	939	1
491	1773	1
491	1124	1
491	1000	1
491	751	1
491	1741	1
491	1889	1
491	852	1
491	1022	1
293	492	1
293	1882	1
293	356	1
665	528	1
665	1845	1
665	1349	1
665	1823	1
665	1727	1
494	1695	1
494	358	1
18	679	1
18	1620	1
476	1676	1
140	1646	1
140	1411	1
140	1851	1
140	1725	1
124	641	1
712	1646	1
712	1411	1
712	390	1
712	2105	1
712	275	1
712	934	1
650	1853	1
650	658	1
353	2084	1
353	1743	1
140	1982	1
140	311	1
783	1562	1
379	1918	1
81	1100	1
81	567	1
81	1869	1
81	956	1
81	874	1
81	1598	1
66	161	1
292	496	1
292	978	1
599	2046	1
263	91	1
81	1871	1
81	669	1
81	592	1
362	1517	1
362	20	1
432	1755	1
432	476	1
432	1709	1
432	9	1
432	939	1
432	1773	1
432	1124	1
432	1000	1
432	751	1
432	1741	1
432	1889	1
432	2031	1
432	852	1
644	631	1
644	1515	1
712	98	1
712	2083	1
712	1147	1
712	1274	1
712	304	1
712	801	1
712	197	1
408	745	1
408	1963	1
296	13	1
296	898	1
335	734	1
747	1128	1
747	389	1
747	1448	1
402	1100	1
402	567	1
402	1869	1
402	956	1
402	874	1
402	1598	1
446	1639	1
140	1174	1
636	1122	1
323	306	1
99	364	1
208	1863	1
791	662	1
791	253	1
791	1924	1
791	708	1
791	1353	1
791	86	1
791	222	1
578	1916	1
772	496	1
772	978	1
765	715	1
765	50	1
328	496	1
328	978	1
440	496	1
440	978	1
210	42	1
210	461	1
210	625	1
210	1567	1
210	306	1
256	2061	1
256	817	1
470	496	1
216	596	1
87	1793	1
170	585	1
219	568	1
517	1094	1
180	1871	1
180	669	1
180	592	1
323	944	1
323	1314	1
323	57	1
769	284	1
769	1576	1
170	1494	1
441	1164	1
726	189	1
312	197	1
639	1562	1
309	1784	1
696	708	1
696	1353	1
696	86	1
765	2068	1
765	739	1
765	809	1
243	2047	1
243	758	1
243	283	1
322	1094	1
597	1702	1
312	1875	1
312	1982	1
312	564	1
312	311	1
312	906	1
366	1065	1
707	408	1
707	1787	1
550	549	1
312	881	1
312	1646	1
312	1411	1
323	218	1
323	331	1
312	2018	1
312	1624	1
312	26	1
312	720	1
312	1185	1
312	1503	1
312	2049	1
312	1367	1
312	1244	1
312	1397	1
312	1526	1
312	1002	1
312	1573	1
312	336	1
312	628	1
312	1495	1
787	1895	1
787	538	1
787	1061	1
787	60	1
787	1357	1
787	1900	1
787	1286	1
767	496	1
235	496	1
235	978	1
639	819	1
487	1817	1
709	745	1
709	1963	1
759	496	1
170	42	1
170	461	1
170	132	1
323	292	1
323	1643	1
309	545	1
256	306	1
587	1871	1
587	669	1
707	1935	1
817	496	1
817	978	1
639	221	1
8	842	1
365	1345	1
365	213	1
365	2097	1
765	801	1
224	1708	1
224	615	1
224	176	1
494	1403	1
518	1863	1
210	1465	1
309	1782	1
625	1100	1
625	567	1
625	1869	1
625	956	1
625	874	1
625	1598	1
758	1428	1
431	496	1
362	496	1
210	292	1
210	1643	1
30	496	1
30	978	1
263	1211	1
263	954	1
510	705	1
510	1594	1
510	505	1
647	1342	1
82	1122	1
476	2084	1
476	1895	1
476	1485	1
476	1929	1
476	538	1
476	54	1
476	1720	1
476	1061	1
476	60	1
476	873	1
210	513	1
717	424	1
327	1171	1
705	1517	1
562	496	1
562	978	1
255	496	1
255	978	1
783	496	1
783	978	1
147	8	1
147	1388	1
147	705	1
147	1594	1
147	505	1
147	726	1
147	64	1
43	364	1
645	1961	1
645	90	1
645	936	1
645	927	1
626	2047	1
626	758	1
626	283	1
717	2045	1
717	378	1
179	603	1
179	424	1
577	2047	1
577	758	1
577	283	1
124	1781	1
309	1122	1
781	873	1
781	944	1
781	57	1
113	415	1
578	2019	1
705	1620	1
332	496	1
332	978	1
212	496	1
212	978	1
401	496	1
401	978	1
225	496	1
728	496	1
599	496	1
763	1959	1
121	660	1
121	1096	1
121	210	1
446	1496	1
449	182	1
578	422	1
756	496	1
756	978	1
643	496	1
345	496	1
345	978	1
263	496	1
263	978	1
66	13	1
66	898	1
717	485	1
118	914	1
801	1868	1
659	1336	1
508	49	1
508	1608	1
34	2036	1
7	914	1
645	1886	1
645	1632	1
121	1906	1
179	307	1
140	181	1
140	698	1
140	459	1
140	692	1
280	2069	1
446	1481	1
220	1336	1
7	2057	1
8	1350	1
773	402	1
250	34	1
645	1799	1
645	432	1
104	515	1
104	452	1
812	1050	1
812	683	1
165	1620	1
659	1159	1
104	1781	1
494	328	1
645	1300	1
1	34	1
1	1204	1
98	1139	1
98	1875	1
98	1982	1
98	564	1
98	582	1
98	311	1
98	906	1
773	882	1
773	785	1
167	908	1
756	1794	1
375	1342	1
375	1350	1
630	1906	1
609	1342	1
609	1350	1
550	1625	1
29	866	1
801	1680	1
801	1072	1
801	617	1
801	1798	1
801	1445	1
801	82	1
750	175	1
726	826	1
726	1584	1
222	1877	1
574	1258	1
658	631	1
658	1515	1
672	2068	1
672	739	1
672	809	1
672	955	1
672	1415	1
256	8	1
256	1388	1
256	705	1
256	1594	1
256	505	1
256	726	1
256	64	1
672	304	1
672	801	1
222	2079	1
347	1413	1
546	1959	1
774	1633	1
774	144	1
774	30	1
774	1883	1
342	881	1
342	1646	1
342	1411	1
342	1725	1
342	1056	1
342	1737	1
342	1462	1
342	442	1
342	1875	1
342	1982	1
342	564	1
342	311	1
342	906	1
459	1094	1
208	614	1
208	763	1
208	1257	1
208	1712	1
208	350	1
208	671	1
208	411	1
208	406	1
208	107	1
208	401	1
208	827	1
208	48	1
208	1	1
208	2063	1
208	1432	1
85	528	1
85	1845	1
85	1349	1
85	1823	1
85	1727	1
8	220	1
121	1384	1
121	1469	1
121	1750	1
672	1797	1
672	764	1
672	1018	1
773	826	1
773	1584	1
140	1893	1
140	885	1
280	832	1
630	660	1
630	1096	1
630	210	1
72	1020	1
140	919	1
104	8	1
104	1388	1
104	705	1
104	1594	1
104	505	1
104	726	1
104	64	1
130	1620	1
628	1646	1
628	1411	1
414	1646	1
414	1411	1
414	1851	1
414	1725	1
414	1056	1
414	1139	1
414	1737	1
414	1462	1
414	442	1
414	715	1
414	50	1
414	332	1
414	1655	1
414	390	1
414	2105	1
414	275	1
414	1031	1
414	981	1
414	1875	1
414	1982	1
414	564	1
414	934	1
414	582	1
414	311	1
414	906	1
414	416	1
414	185	1
414	2068	1
414	739	1
414	809	1
414	955	1
414	1415	1
414	98	1
414	2083	1
414	1147	1
414	1274	1
414	304	1
414	1151	1
414	801	1
414	1066	1
414	1801	1
414	197	1
414	2104	1
414	1106	1
414	984	1
414	23	1
414	711	1
414	1457	1
617	939	1
617	1773	1
617	1124	1
617	1022	1
617	1570	1
446	748	1
446	783	1
446	1931	1
446	453	1
446	607	1
628	442	1
628	981	1
628	1875	1
628	1982	1
628	564	1
628	582	1
628	311	1
628	906	1
429	1094	1
280	1755	1
280	476	1
280	1709	1
280	9	1
280	939	1
280	1773	1
280	1124	1
280	1000	1
280	751	1
280	1741	1
280	1889	1
753	1582	1
753	1715	1
648	1517	1
595	63	1
