0,hsa-miR-4716-3p
1,hsa-miR-6851-3p
2,hsa-miR-143-5p
3,hsa-miR-1304-3p
4,hsa-miR-3190-3p
5,hsa-miR-450b-3p
6,hsa-miR-6844
7,hsa-miR-608
8,hsa-miR-433-5p
9,hsa-miR-6871-3p
10,hsa-miR-622
11,hsa-miR-30b-3p
12,hsa-miR-4292
13,hsa-miR-93-3p
14,hsa-miR-4753-3p
15,hsa-miR-4436a
16,hsa-miR-4665-3p
17,hsa-miR-3202
18,hsa-miR-6895-5p
19,hsa-miR-6827-3p
20,hsa-miR-4751
21,hsa-miR-328-5p
22,hsa-miR-373-3p
23,hsa-miR-3155a
24,hsa-miR-4436b-5p
25,hsa-miR-1913
26,hsa-miR-3926
27,hsa-miR-182-3p
28,hsa-miR-6877-3p
29,hsa-miR-30a-3p
30,hsa-miR-6803-5p
31,hsa-miR-615-5p
32,hsa-miR-4786-5p
33,hsa-miR-711
34,hsa-miR-1914-5p
35,hsa-miR-29a-3p
36,hsa-miR-4749-3p
37,hsa-miR-877-3p
38,hsa-miR-6757-5p
39,hsa-miR-4463
40,hsa-miR-4641
41,hsa-miR-6833-3p
42,hsa-miR-6829-5p
43,hsa-miR-1246
44,hsa-miR-874-5p
45,hsa-miR-4659b-3p
46,hsa-miR-3663-3p
47,hsa-miR-4679
48,hsa-miR-5011-5p
49,hsa-miR-4267
50,hsa-miR-1236-3p
51,hsa-miR-4310
52,hsa-miR-378h
53,hsa-miR-1303
54,hsa-miR-4692
55,hsa-miR-378f
56,hsa-miR-6825-5p
57,hsa-miR-7111-5p
58,hsa-miR-4515
59,hsa-miR-3159
60,hsa-miR-149-3p
61,hsa-miR-6738-3p
62,hsa-miR-3173-3p
63,hsa-miR-1285-3p
64,hsa-miR-30e-3p
65,hsa-miR-605-3p
66,hsa-miR-3187-5p
67,hsa-miR-6839-3p
68,hsa-miR-6859-3p
69,hsa-miR-4300
70,hsa-miR-329-3p
71,hsa-miR-128-3p
72,hsa-miR-3125
73,hsa-miR-3661
74,hsa-miR-103a-3p
75,hsa-miR-623
76,hsa-miR-3664-3p
77,hsa-miR-526b-5p
78,hsa-miR-6735-5p
79,hsa-miR-6832-3p
80,hsa-miR-6893-5p
81,hsa-miR-4510
82,hsa-miR-3137
83,hsa-miR-107
84,hsa-miR-7976
85,hsa-miR-935
86,hsa-miR-607
87,hsa-miR-6756-5p
88,hsa-miR-3620-5p
89,hsa-miR-7150
90,hsa-miR-4739
91,hsa-miR-629-3p
92,hsa-miR-7111-3p
93,hsa-miR-3189-3p
94,hsa-miR-4259
95,hsa-miR-504-3p
96,hsa-miR-335-3p
97,hsa-miR-6778-5p
98,hsa-miR-6779-5p
99,hsa-miR-4723-3p
100,hsa-miR-23b-3p
101,hsa-miR-5692c
102,hsa-miR-4268
103,hsa-miR-1912
104,hsa-miR-1291
105,hsa-miR-30e-5p
106,hsa-miR-4640-5p
107,hsa-miR-6772-3p
108,hsa-miR-5196-5p
109,hsa-miR-6755-3p
110,hsa-miR-378e
111,hsa-miR-4787-5p
112,hsa-miR-3149
113,hsa-miR-4685-5p
114,hsa-miR-3925-3p
115,hsa-miR-6836-5p
116,hsa-miR-7152-3p
117,hsa-miR-513a-3p
118,hsa-miR-345-3p
119,hsa-miR-363-5p
120,hsa-miR-6887-3p
121,hsa-miR-4728-5p
122,hsa-miR-574-5p
123,hsa-miR-6790-3p
124,hsa-miR-3612
125,hsa-miR-6878-3p
126,hsa-miR-6769b-5p
127,hsa-miR-153-5p
128,hsa-miR-4704-3p
129,hsa-miR-3651
130,hsa-miR-6787-3p
131,hsa-miR-520g-3p
132,hsa-miR-1915-5p
133,hsa-miR-136-5p
134,hsa-miR-1247-5p
135,hsa-miR-4254
136,hsa-miR-6882-3p
137,hsa-miR-2467-3p
138,hsa-miR-3145-3p
139,hsa-miR-16-5p
140,hsa-miR-647
141,hsa-miR-8063
142,hsa-miR-3127-3p
143,hsa-miR-1277-5p
144,hsa-miR-6774-5p
145,hsa-miR-6815-3p
146,hsa-miR-3127-5p
147,hsa-miR-769-5p
148,hsa-miR-331-3p
149,hsa-miR-30d-5p
150,hsa-miR-6868-3p
151,hsa-miR-6782-5p
152,hsa-miR-7843-3p
153,hsa-miR-5688
154,hsa-miR-5004-5p
155,hsa-miR-641
156,hsa-miR-6742-3p
157,hsa-miR-505-5p
158,hsa-miR-5001-5p
159,hsa-miR-4452
160,hsa-miR-943
161,hsa-miR-6767-5p
162,hsa-miR-3182
163,hsa-miR-4794
164,hsa-miR-6734-3p
165,hsa-miR-4682
166,hsa-miR-6501-3p
167,hsa-miR-3064-5p
168,hsa-miR-29a-5p
